Date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,ME1 BM5,ME1 BM6,ME1 BM7,ME1 BM8,ME1 BM9,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME2 BM6,ME2 BM7,ME2 BM8,ME2 BM9,ME2 BM10,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME3 BM6,ME3 BM7,ME3 BM8,ME3 BM9,ME3 BM10,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,ME4 BM6,ME4 BM7,ME4 BM8,ME4 BM9,ME4 BM10,ME5 BM1,ME5 BM2,ME5 BM3,ME5 BM4,ME5 BM5,ME5 BM6,ME5 BM7,ME5 BM8,ME5 BM9,ME5 BM10,ME6 BM1,ME6 BM2,ME6 BM3,ME6 BM4,ME6 BM5,ME6 BM6,ME6 BM7,ME6 BM8,ME6 BM9,ME6 BM10,ME7 BM1,ME7 BM2,ME7 BM3,ME7 BM4,ME7 BM5,ME7 BM6,ME7 BM7,ME7 BM8,ME7 BM9,ME7 BM10,ME8 BM1,ME8 BM2,ME8 BM3,ME8 BM4,ME8 BM5,ME8 BM6,ME8 BM7,ME8 BM8,ME8 BM9,ME8 BM10,ME9 BM1,ME9 BM2,ME9 BM3,ME9 BM4,ME9 BM5,ME9 BM6,ME9 BM7,ME9 BM8,ME9 BM9,ME9 BM10,BIG LoBM,ME10 BM2,ME10 BM3,ME10 BM4,ME10 BM5,ME10 BM6,ME10 BM7,ME10 BM8,ME10 BM9,BIG HiBM
2012-08-01,2.0878,1.6643,2.8098,-1.3937,1.9045,1.6774,1.6039,3.4386,0.7046,2.6808,1.1586,4.3461,2.1776,-0.8173,6.6915,2.3059,0.9196,3.8418,3.0244,3.4267,5.0009,3.2843,3.4519,2.7279,4.5711,1.8674,2.9031,3.7217,4.7868,3.5723,-1.9478,6.8705,3.2224,1.6857,2.4984,2.558,3.2888,2.6663,1.5993,8.5074,6.2255,4.4349,5.6384,6.6723,6.9289,1.3708,1.2748,5.2441,2.3716,4.1952,6.8175,3.5064,2.2549,1.9566,6.2923,4.1326,4.6196,3.7677,5.3007,1.9509,5.0875,3.5387,4.0509,1.8715,4.5829,2.8725,6.7615,4.0411,9.5352,8.7826,3.3231,5.3906,3.39,9.0091,4.1531,0.9742,2.1257,3.079,4.9097,5.3647,4.8479,1.9057,2.8662,1.7808,6.3758,-0.0317,-0.1965,2.4121,6.2453,6.7687,1.8779,1.6604,1.4267,3.2575,3.1708,1.2407,-2.2061,3.0203,4.9734,7.4232
2012-09-01,8.0606,1.748,5.7672,14.1711,4.9357,4.9236,6.0961,3.6376,4.2673,2.8605,4.4533,3.6374,4.0793,6.0718,3.0477,4.5013,2.5033,5.0794,3.758,6.8849,6.826,5.3018,5.2672,5.5416,6.1519,2.057,4.9233,3.3582,5.9452,7.6846,5.0233,4.7351,0.207,3.5329,2.7604,3.5783,3.9693,3.5557,2.2252,5.0123,0.7959,1.805,0.3683,0.6487,3.8876,2.2738,1.0259,2.0612,4.5577,6.0038,4.3825,3.374,3.2909,1.3434,0.9696,1.0674,4.4635,3.6295,1.2474,3.5782,-0.9749,0.4874,1.7097,2.1428,2.8949,4.0926,2.581,2.1611,3.3148,2.7714,3.3654,3.7585,2.6799,0.4402,0.1677,3.008,3.5322,1.6327,4.3032,2.9806,1.2467,2.0741,1.6704,3.7928,0.9362,2.615,1.5837,2.5635,1.5805,6.7124,2.7456,2.0292,0.8405,2.9219,2.1673,3.8522,2.0906,3.8538,3.2209,4.7045
2012-10-01,-6.66,-5.5998,-5.7512,-3.735,-3.5108,-5.0415,-2.4685,0.0068,-2.5104,1.8729,-7.8226,-3.5988,-4.978,-4.9725,-3.0039,-3.1758,-4.0143,-3.4425,-2.4002,-4.5063,-2.9734,-10.1704,-2.3515,-0.3782,-1.369,-0.6449,-2.4009,-1.1221,1.3266,-3.1304,-5.7369,-4.9347,-0.3162,-3.2622,-1.3523,-1.9787,-1.723,-0.5886,-2.3415,-0.86,-9.0081,-2.369,1.59,2.7987,0.6877,1.2782,-0.5395,-0.4355,2.1372,0.1015,-1.2798,-3.3939,0.026,-2.34,0.0268,-0.6494,2.504,-1.9027,-3.6031,0.0145,-1.5361,0.0186,-1.2185,-4.9942,0.2318,-1.7075,-1.7109,4.3371,0.4542,2.3169,-0.9793,-1.7586,0.9741,1.878,-1.4946,1.2804,-1.0767,0.198,0.3347,5.4799,-4.9706,-2.7361,-0.7508,-1.6975,0.8002,-0.4391,3.3895,3.8395,-5.37,-4.7379,-3.0639,-0.9494,0.5673,-1.484,-0.6949,-1.172,-2.1857,0.6836,-2.1631,5.679
2012-11-01,-2.2176,-2.5449,-3.6003,-2.8909,-5.5972,-0.3946,-2.6157,-1.6798,0.7672,0.3362,0.9299,-0.6026,1.6446,1.1186,4.1325,-1.6626,0.792,-0.0356,2.7383,3.813,-2.5885,0.5638,-0.2669,-3.4247,0.7851,0.4629,1.8936,1.0762,2.9101,3.5925,-1.1748,0.9926,2.2606,-0.6276,1.122,1.7475,-0.5274,-0.341,2.6797,1.6823,1.624,6.5268,3.2881,5.188,2.0937,2.2869,-0.7768,3.3091,-3.5629,-1.0274,1.5349,2.6969,-0.1623,4.7988,2.7403,3.1948,1.7054,1.7463,5.9614,0.0257,2.0422,5.4512,3.8104,5.4335,2.1734,0.905,1.526,2.3813,2.0017,0.2391,5.0433,0.1399,1.9422,4.7075,2.3747,-3.6335,0.7288,1.9286,2.3271,-4.1365,1.5187,2.9115,1.995,2.7059,-1.8055,0.498,-0.1217,-2.4194,1.1246,3.5315,2.6443,2.773,0.5574,-0.0358,1.4883,0.3936,-2.479,0.9334,-0.7942,-3.0287
2012-12-01,-3.9821,1.0816,5.5708,-0.2749,0.0821,0.2719,2.2161,3.4753,2.4777,1.2482,1.2931,2.056,3.7772,5.6836,4.3721,6.2679,6.5537,4.3851,5.8756,8.4035,5.0482,2.649,2.3439,3.9466,3.393,5.261,4.2978,3.7854,5.7454,9.5246,2.9745,4.6641,2.8704,4.0586,2.6943,3.2509,3.9408,4.4549,3.0576,3.0064,3.6896,0.4463,2.9994,3.4282,3.0929,1.496,4.3135,6.5956,2.6586,4.493,3.2462,1.8166,3.6961,7.2562,3.3118,0.6181,2.4792,1.2177,4.6324,3.8379,2.8218,2.3764,1.7049,3.6604,0.3697,4.6218,2.3528,2.9263,2.596,6.2113,2.4781,1.4376,2.7868,0.9374,1.096,5.632,3.7485,4.936,3.1257,2.8454,2.2959,2.0727,1.8978,2.1944,2.887,3.1018,1.6522,2.3368,1.6537,3.1513,-0.7525,1.0168,1.6874,-0.2163,2.4869,0.3235,0.7879,3.0867,4.2056,6.5305
2013-01-01,11.2238,6.0636,5.6638,10.0538,7.8395,9.1498,7.6119,6.7483,7.0114,11.6678,6.9214,2.6068,2.7075,3.8042,5.5827,5.0411,5.6205,5.7707,3.9937,3.6453,3.7668,5.4173,8.6401,5.6034,9.5318,8.3279,7.9275,4.884,4.0252,6.4828,8.4289,9.5513,4.7695,4.9204,7.9744,6.0235,7.8477,5.5196,5.6624,4.2112,6.4111,3.7958,7.5914,7.7095,3.7069,4.7716,8.799,7.137,5.1607,8.4049,4.3684,4.3233,5.3628,5.4595,6.1255,9.202,6.5259,6.8499,9.3565,9.0897,10.4325,6.5993,7.7992,6.8849,4.1186,9.0934,7.573,8.4926,7.1116,9.0529,5.4281,8.1549,6.3029,5.0273,9.1136,5.0846,9.4098,8.7469,7.7542,13.2392,4.439,5.4449,6.3464,4.7535,8.5859,8.287,7.2023,9.7014,10.3497,11.1632,5.12,7.4023,5.639,4.8121,5.5047,3.1684,6.4538,7.6192,5.797,8.5296
2013-02-01,0.1578,1.0037,-0.1331,-1.5111,0.8591,-0.3027,-0.5218,2.0482,0.6108,3.3814,-3.1674,-3.1008,1.4755,1.2883,-1.0929,-1.135,1.6348,2.2024,1.8482,-1.1279,-2.7099,2.1774,3.1365,0.6294,2.018,1.5675,3.5812,0.5013,-1.9475,4.2987,0.8352,1.7162,0.7865,0.2118,1.0525,-0.6811,1.5576,3.2472,-1.016,0.8036,1.1793,4.3034,0.7372,-0.3907,0.4384,0.0195,0.241,1.3889,-0.6213,2.177,-1.332,-1.8983,2.8851,0.8516,0.7516,1.3329,4.0055,1.9584,2.1713,4.3022,1.938,-0.2487,3.6142,-0.0635,1.6156,2.2832,1.5078,2.2848,3.3112,3.4483,0.078,-0.782,-0.4735,2.9223,5.1037,-0.6645,-1.0003,1.8961,2.1371,1.5271,0.6099,1.9753,2.5708,2.0937,1.3225,0.7975,5.1244,0.6494,-0.6565,0.6476,0.8168,1.481,2.7616,-0.9141,1.1278,1.6172,2.4848,-0.7889,2.8634,-0.935
2013-03-01,7.9288,1.263,4.1712,4.6317,5.8671,2.457,2.9412,4.7122,4.648,2.807,7.7915,7.701,3.9253,8.4772,2.0511,2.8611,5.5574,3.7766,3.585,1.3725,4.2214,6.3646,5.9144,4.9892,2.6604,1.8801,4.6055,4.0708,2.7288,8.3982,4.7979,4.254,4.2722,4.4238,4.0332,4.0903,5.0591,3.7877,3.7396,6.9694,1.1576,5.7895,4.4931,2.3693,6.032,4.9476,5.1709,4.3437,4.3184,6.6249,4.4669,4.2897,5.141,4.7777,4.8957,5.084,2.9543,2.7123,6.8038,3.8624,3.1808,5.037,3.8171,2.664,6.5818,5.5957,4.6194,5.9021,4.3481,7.0774,3.3984,4.1889,4.2163,4.9022,2.6419,3.0565,5.504,5.2835,4.9096,10.6279,3.4361,5.1367,3.634,4.2971,4.8858,4.3961,4.5396,4.0947,4.2615,4.396,4.1875,4.7865,4.7931,4.5789,3.5262,5.024,6.5002,3.9028,5.9688,3.3329
2013-04-01,4.6983,-1.1134,-2.2264,-0.4044,-2.7603,-0.0471,1.961,1.2559,-1.9596,-0.6664,-0.3097,-1.3393,-1.0487,-2.3668,-0.2666,-2.6909,-0.7403,-1.5022,0.7,-1.6126,-0.2179,-1.4574,-2.3864,-3.9992,3.0802,-5.6798,-2.5053,0.5502,-1.3292,4.4075,-2.1211,1.3993,-2.3834,-0.8821,-3.1017,2.4419,-1.6017,-1.6942,2.7448,-2.2014,-0.3136,-1.0577,1.6951,2.7798,0.627,-3.1015,-1.9418,0.9579,-3.2032,0.6703,0.0853,-4.4012,-0.8698,-0.565,-2.2481,0.0349,1.3071,-0.0312,-4.654,0.4576,2.4731,0.4503,2.0091,-1.2856,1.2388,-1.1858,0.9149,-0.8323,-1.7915,0.9786,1.1051,0.6101,0.51,2.9848,-1.7739,-0.6606,4.6394,1.1536,1.7714,1.9793,3.936,0.1068,0.281,-0.125,2.453,2.9228,3.1289,0.6412,1.8478,0.4867,0.9949,1.9667,2.0982,0.5062,2.929,0.3573,1.4607,2.7784,3.6367,2.5443
2013-05-01,-1.3467,5.924,6.6646,4.0867,3.5374,10.9538,2.6899,3.9461,2.5137,6.5027,9.0795,11.6013,5.3806,3.1671,2.9657,3.6362,6.6746,9.3027,2.7333,5.6145,10.0046,4.0219,4.9355,5.889,5.0136,7.3994,4.8546,5.5757,8.878,10.8834,7.1739,4.5493,4.2796,6.6948,5.4723,6.4239,3.5875,6.6486,6.5017,2.8673,3.1034,1.7789,6.9292,8.7885,6.3667,4.2904,6.9687,3.463,3.2977,2.0715,3.336,3.978,5.3914,4.0053,3.061,2.6942,5.7617,3.4254,8.6984,2.5687,6.2527,4.5607,6.1593,5.635,3.4295,3.9853,5.8504,4.9888,3.8744,2.3018,3.5668,2.1374,1.7414,2.9862,1.7552,0.7019,1.2374,0.9369,3.8689,6.6234,1.0556,2.6796,2.8859,2.0682,3.7342,1.1191,-1.6125,3.1088,4.0107,7.6811,0.632,2.4277,2.3629,2.055,1.8668,2.6145,-1.668,5.2335,3.4037,11.1257
2013-06-01,-3.3485,-2.739,-2.1944,0.0712,-0.0643,2.045,0.4238,1.1444,0.6633,0.2728,-0.8686,-0.7486,0.2931,-1.6291,-1.4773,4.1724,4.144,0.5779,-0.0466,-0.0846,-1.4523,3.0668,-0.5983,0.5688,-0.3164,1.3115,0.4058,0.3822,2.5356,-1.4502,1.1007,1.6484,-1.1742,0.2064,-1.4626,0.4895,-3.2223,-0.8992,-4.4066,1.4625,-1.7618,1.7657,-3.76,2.5054,1.0817,-1.1813,-1.7539,-0.6818,0.4966,2.7554,-1.0086,-2.4017,-0.8337,-0.0006,-3.9068,-3.0064,-0.8448,1.0947,-3.3343,-1.5412,-2.2931,-1.2125,-1.7138,-4.5794,-1.0239,-0.693,-2.6841,0.5617,-2.3497,1.2074,-1.3758,-3.9591,-2.6545,-1.9725,-0.2657,-3.3,-2.6217,-0.7118,-3.6595,1.7091,-0.459,-0.7697,-0.4276,-1.2401,0.9358,1.4144,0.1879,-1.8632,0.1919,-2.6808,-2.267,-2.2769,0.109,-1.9058,0.3081,0.6355,0.3399,-1.3271,-0.2903,-0.9428
2013-07-01,8.5468,7.6917,9.0903,6.5277,10.2694,5.8453,6.2698,7.0257,7.3673,7.4391,4.3572,7.3127,13.8325,7.5719,3.4186,8.7279,8.9522,12.5741,7.9186,7.9444,11.0174,7.3473,3.7135,5.8087,10.1688,6.9917,6.1507,7.0169,8.6783,8.8385,3.9175,7.9606,2.6869,11.427,5.582,5.3053,8.6733,5.4802,7.4752,7.5015,11.5081,6.5891,6.4625,7.4319,7.4505,4.4673,6.3532,9.2325,7.853,7.4502,9.7766,5.1814,9.0935,6.2364,8.2593,4.3956,9.0809,6.7192,7.9287,12.3854,7.6885,8.5545,4.5493,5.1229,7.7248,5.4056,9.4269,9.5574,2.6655,5.3582,10.2459,5.9218,4.6329,4.917,7.1662,5.0349,7.7624,6.588,6.2303,5.1994,5.9373,6.6066,6.5853,4.8777,3.7099,5.6472,2.2646,7.1872,8.1197,5.3489,6.3449,6.4448,4.8176,6.0335,4.3303,5.5656,6.1501,3.1581,5.7806,7.4169
2013-08-01,0.5139,-4.1588,-3.155,-1.6097,-1.9687,0.5772,-2.538,-2.5527,-1.7256,-0.3442,-1.392,-2.8464,-1.9329,-2.1741,-1.0433,-3.1766,-4.0323,-3.8454,-4.4024,-1.1112,-3.717,-1.7764,-1.7608,-0.0522,-3.386,-4.2344,-3.8405,-3.7983,-3.1402,-3.131,0.849,-0.2688,2.5881,-3.9929,-2.3665,-3.291,-3.2744,-3.8216,-3.391,-5.7047,0.0456,-1.5567,-2.6533,-3.2517,-4.7009,-5.5315,-6.303,-5.1722,-4.624,-2.2293,-2.3847,-2.0707,-3.1926,0.9112,-1.277,-3.874,-2.6403,-4.0419,-1.6779,-4.7092,-2.165,-2.5439,-2.8965,-3.3552,-2.719,-5.9881,-2.9337,-1.0757,-5.6462,-5.2011,-1.45,-1.1136,-1.4695,-1.3511,-2.9766,-2.9346,-4.1021,-0.6329,-2.7087,-4.7677,-1.4792,-3.7441,-1.8289,-0.806,-4.5925,-1.5633,-4.1308,-4.4032,-2.4098,-2.2342,-1.9618,-0.9605,-2.1125,-1.2737,-2.4491,-2.3854,-2.2673,-5.4904,-3.5213,-3.8483
2013-09-01,5.183,5.5999,5.8129,9.5803,7.242,5.2531,4.8963,7.7305,5.2002,5.0419,7.339,7.5226,7.0843,6.1521,8.4333,4.8849,6.9397,8.7058,7.2859,5.3261,7.2561,7.6888,5.5873,7.4294,7.5706,7.2905,4.2309,6.4871,6.4672,6.4347,3.9206,8.7352,6.8536,4.8167,6.1235,8.2343,6.1721,7.3696,5.1119,3.0938,7.4276,3.9945,3.9118,5.8744,6.2804,3.5043,5.2318,4.8489,3.7512,5.155,6.976,3.8821,8.2529,5.0524,6.5444,5.1216,6.7631,5.747,7.5251,2.1751,5.5096,7.8603,5.7165,6.059,4.1269,8.2773,4.2152,7.0476,-2.1789,5.6864,5.5994,5.0759,5.3888,4.4442,3.2254,6.7301,6.0326,6.2566,3.3958,4.0024,5.0341,5.2106,2.6429,3.6187,4.2713,1.542,1.8664,3.8969,3.5043,5.0406,6.0457,4.2498,4.9178,3.6736,3.368,1.0555,5.7768,0.2214,2.4728,2.4644
2013-10-01,0.527,-0.8118,-0.157,2.7788,0.2461,2.2684,5.882,3.9274,2.4124,2.7796,-5.4833,0.9242,0.2118,0.7094,6.6653,0.9206,3.2702,4.6259,3.5751,1.218,0.5639,5.4957,-0.6159,2.3136,3.0503,3.9488,5.0392,2.2922,7.0697,3.5104,-0.8946,-0.0138,1.6854,1.5491,-1.8015,1.533,4.6568,3.9398,2.4356,1.6282,1.4822,4.4208,2.1587,6.3423,3.0198,6.1403,3.2858,5.0894,5.3363,4.5767,1.4552,7.4432,2.4078,3.4365,1.7865,4.7269,3.6498,3.9418,7.2119,5.4967,1.9751,5.4095,3.0733,5.1468,2.9232,5.6329,4.5305,1.3599,1.0215,7.889,0.1824,3.5119,4.1968,3.1676,0.6999,2.7701,6.2179,4.1135,4.708,8.4516,2.5972,2.2028,0.6669,2.8788,2.968,3.2752,5.1072,3.1492,10.1243,4.4502,4.8549,4.8745,3.9303,4.2051,5.6661,6.2815,4.2591,4.5912,3.8756,2.7547
2013-11-01,8.2378,6.4356,1.5142,7.8984,6.6547,2.8477,6.5983,5.6669,4.0663,3.2217,12.7762,5.6627,3.7281,7.8417,5.4756,5.9232,7.9897,8.0738,6.0366,3.5495,5.3492,5.0377,6.4177,0.3504,5.5146,2.1331,5.343,3.1922,7.6769,5.5533,7.1835,7.3124,5.5313,3.7086,3.8637,2.927,2.668,1.7746,6.915,2.0263,2.3559,2.929,4.6524,4.009,5.2938,0.8576,4.3023,4.1788,1.7758,6.1523,7.3165,2.5637,3.228,2.3917,3.2482,4.7955,0.4395,1.8685,5.9316,4.8961,1.8624,0.7595,1.0097,1.7094,2.4187,-0.9856,-0.0217,1.47,6.2462,3.066,3.0862,2.8821,1.9658,3.3749,-2.1462,2.3849,-1.1822,0.1246,4.4984,3.5425,1.1798,1.5246,4.4119,1.3449,0.5651,1.0782,0.9765,2.6528,1.3703,7.7963,3.1084,3.4092,2.9365,1.7865,1.1588,4.1308,2.3208,1.3658,3.732,7.8279
2013-12-01,1.9042,4.7634,3.3481,7.4224,5.2713,2.1955,2.3584,1.0746,2.3756,2.5698,-0.009,2.3228,1.6154,3.9043,0.8395,3.7109,0.1355,1.6541,1.5117,1.2612,2.3949,0.1755,3.2014,3.3905,3.0983,4.7758,1.2373,1.919,-0.896,3.4056,3.3309,3.43,-1.2707,-1.9984,3.5894,3.1002,1.6133,2.7909,0.8105,1.5263,0.3674,-2.5501,3.94,2.7168,4.502,4.6482,3.8848,4.0466,3.9923,0.1655,3.5006,3.6455,3.6518,4.0151,3.0304,-0.1589,5.0128,1.9732,2.9901,0.903,3.3203,3.1687,4.3161,4.3187,2.7403,-0.4294,2.975,1.2345,-0.2823,2.7982,1.5332,4.2292,2.2887,4.5663,3.4651,4.2628,4.4628,3.5639,3.8025,4.8392,2.5194,2.3948,4.4014,2.3913,2.1493,2.4281,2.6483,1.7125,4.9044,2.9331,2.2861,3.5775,1.5197,4.7949,2.9772,4.4631,2.7924,1.3131,2.2006,1.7142
2014-01-01,4.4913,10.7034,9.1619,2.5142,3.0327,3.857,-0.3291,1.4321,1.3124,3.5632,3.3796,2.3766,-6.718,-3.6298,-0.1883,-4.6017,-4.9385,-4.7097,-7.4955,-5.2335,7.4111,1.4224,4.4918,-6.5211,-5.4938,-4.1484,-4.2088,-5.6109,-8.7861,-6.3305,-2.8303,-2.8319,-1.8919,-2.5551,-4.9665,-4.7566,-0.2376,-5.8033,-4.2309,-4.466,1.5272,-3.5836,-2.4865,-4.1556,-6.5993,-3.8136,-5.5099,-0.2229,-1.8111,-2.2854,1.1046,-4.6608,-2.7432,-3.013,-6.0603,-1.0234,0.7024,-4.1706,-3.9737,-2.6851,-3.854,-3.4579,-2.3169,-1.6528,1.8913,-3.3946,-3.3105,-7.6882,-5.2747,-5.3394,-0.9711,-4.1245,-4.0433,-4.2633,-0.7337,-1.5462,-2.3911,-6.8257,-2.2367,-3.4267,-1.0744,-4.0043,-3.6632,-4.1686,-1.4666,-2.7275,-0.0906,-4.6959,-3.2378,-3.6085,-3.9543,-1.9725,-2.2475,-2.5401,-1.5868,-4.7268,-5.3026,-2.8186,-5.7909,-5.8262
2014-02-01,6.2913,4.6565,4.969,-0.6696,5.0423,5.1698,1.6908,1.7212,3.2009,4.9707,7.0422,0.4854,3.067,4.1531,4.0269,3.8561,5.2739,7.9085,3.2901,7.5464,5.1864,0.883,4.129,3.8552,5.458,5.3823,2.8762,6.0127,4.5235,4.6585,1.7292,3.8794,3.6904,3.7376,6.8508,5.3622,5.5549,5.4018,4.098,-1.3543,2.7445,3.2286,3.5816,6.2869,3.9517,1.6938,6.0292,8.4482,3.9618,4.2465,8.4234,8.0394,5.3997,3.3543,6.6779,3.6708,8.8274,3.7182,2.5292,6.4152,3.8229,4.2406,5.0691,6.8053,5.616,-1.2715,2.6069,7.9056,7.2257,4.7987,7.1206,5.6188,5.2993,6.3441,5.389,5.4912,5.9132,5.499,5.2876,5.4129,5.9488,6.1936,6.6829,4.8801,3.8633,9.7714,4.6047,4.7335,4.5982,3.0572,5.5239,5.0131,4.7954,7.2539,3.8232,2.6101,5.1471,3.8868,2.4439,2.2702
2014-03-01,-4.1719,-3.2018,0.7307,2.1018,0.4413,-1.9685,0.7153,-1.4991,1.7084,1.4478,-6.8002,-0.7854,4.2127,1.1057,-0.2571,2.2277,2.2528,2.2785,0.557,3.94,-2.3761,0.5937,-2.0429,0.8543,2.455,2.4311,2.5747,1.8349,1.2833,5.4096,-4.6404,-1.8739,-1.4271,2.2587,0.0198,2.2967,0.6088,0.6988,1.8387,0.7302,-5.1371,-1.5823,-1.159,1.4464,2.0427,0.6573,1.4168,1.2454,1.0357,1.9033,-3.6156,-2.8215,0.317,0.9557,-1.7403,4.0028,-1.0582,3.073,4.2134,3.2895,-3.5798,-1.2288,-0.4573,-0.5888,1.35,-1.1617,2.6424,3.9369,6.1062,4.4741,-2.7287,-0.1808,-0.9139,3.3744,-0.0776,-0.6322,1.892,0.7824,4.4668,5.1702,-2.6567,-0.8883,-0.6193,-0.2261,1.8411,1.5767,2.6752,-0.274,4.8373,2.833,-2.062,-0.3556,0.8532,-0.4675,1.7842,2.4616,0.395,6.2666,4.5978,3.4859
2014-04-01,-10.3908,-4.187,-9.4681,-6.8066,-6.9503,-4.5936,-4.2558,-2.4425,-3.3199,-4.6524,-7.9964,-6.2957,-5.8445,-4.6269,0.5345,-6.0334,-6.7855,-1.7285,-4.3391,-4.2939,-7.563,-5.7838,-4.8275,-4.9251,-2.4845,-3.3585,0.7906,-4.0046,-2.0424,-1.2209,-6.3792,-4.3531,-6.6087,2.0326,-3.0649,-2.4724,-2.5304,-2.0584,-1.3073,-7.4911,-7.6919,-0.8911,-3.2946,-3.4244,-4.8287,0.2872,-2.3394,-2.6416,-2.1484,-1.8795,-4.9225,-5.1564,-0.6665,-0.2548,-0.7128,-0.3447,-0.2377,-1.2219,-2.9997,-3.9085,-4.8373,-0.7842,-1.2558,-1.3837,0.1438,1.8691,0.9989,-2.3246,3.4586,0.2875,-4.5896,-0.9827,-0.7979,-0.3566,-0.7502,0.7714,0.2414,0.9029,-2.4568,-1.8262,-2.1522,0.8151,-1.266,1.4192,0.4344,0.8207,1.7583,2.0444,0.2097,-0.2286,0.8081,2.4033,-0.7522,-0.8457,1.1812,2.9123,0.7842,3.1573,-0.6323,-2.2614
2014-05-01,-0.8577,-3.3843,0.4058,-2.1931,-1.2772,-0.8407,-0.058,0.1341,-0.0069,-1.2701,0.1629,-4.7998,-4.2279,1.2855,-1.0561,-1.7913,-1.7002,-1.0823,-0.7884,3.0891,-1.1363,0.7438,-2.7801,-0.3734,-2.014,2.3809,-2.9482,0.0501,0.6344,-1.0882,0.4793,-2.4103,1.1003,-0.4039,3.6313,1.6717,1.6468,-1.1798,-0.9085,-6.3572,-0.4954,2.2482,0.7389,0.7234,2.1586,3.5694,1.0995,0.0798,3.6633,1.7569,0.6284,1.6911,1.0704,-0.512,-0.2152,3.7987,0.0791,0.6472,1.3281,0.24,3.0025,1.4582,0.9251,-0.7182,4.1388,4.3135,-2.0668,0.2624,1.8407,-1.5007,2.0742,1.848,2.0656,3.467,3.7848,2.1358,1.5717,3.1936,4.0065,0.9154,4.4188,0.934,2.5917,2.543,1.2737,-0.1409,0.5552,1.6076,2.9194,0.9672,2.0111,3.9457,1.5396,2.9552,3.3791,1.7482,2.8069,2.0955,2.3465,2.0412
2014-06-01,3.3053,5.064,5.2288,4.4494,4.977,2.996,2.1812,3.6211,2.8829,3.4712,3.7554,6.6487,14.0911,2.1181,2.8482,2.793,5.0388,4.0501,2.3843,7.4168,13.4475,6.2375,5.5008,6.1269,7.2339,4.9376,3.7182,4.5295,4.4543,5.6223,7.4363,7.0737,6.0234,5.1879,6.3645,5.3869,5.921,2.5509,6.6671,6.4793,6.6598,8.0652,4.9789,5.1938,3.876,3.8296,3.6639,5.172,3.2544,4.0132,4.6498,6.5937,7.4776,3.6241,3.4227,3.7704,4.7564,5.4922,4.7724,7.514,5.6087,5.101,4.4605,4.6853,3.9475,3.689,6.6582,3.2067,3.4498,4.9361,3.8128,3.5631,2.9672,4.1908,3.4391,5.1386,2.713,4.2473,2.5518,3.7069,2.9233,0.4406,1.8655,2.8611,3.6945,2.2586,4.0451,3.2885,3.4141,5.3819,0.3012,1.5188,1.8812,1.5179,4.1074,0.8722,4.5275,1.6432,3.7107,3.5729
2014-07-01,-7.4581,-4.8772,-5.1398,-7.34,-7.5496,-7.4916,-3.5942,-4.254,-3.4685,-1.6532,-9.4689,-11.1991,-6.7651,-8.6149,-5.1143,-6.2581,-1.2041,-6.8807,-5.5174,-7.8707,-10.6113,-6.4132,-6.7182,-6.462,-6.4085,-5.5209,-6.4064,-7.1269,-3.6045,-6.8186,-1.5384,-5.9,-6.4264,-6.4837,-5.3724,-5.1038,-6.7928,-4.7166,-7.2519,-5.4494,-7.748,-3.9602,-7.6887,-5.5937,-7.4026,-6.4944,-8.8467,-6.3551,-5.5655,-2.6452,-6.0726,-4.6182,-7.1136,-2.9411,-6.5125,-4.4473,-5.5682,-6.2461,-4.4476,-3.3559,-4.6745,-4.0318,-4.6902,-6.7218,-4.7128,-3.8147,-3.4804,-6.3002,-3.8047,-3.3648,2.729,-2.5019,-2.5901,-4.5211,-3.1972,-2.2743,-3.9198,-2.1335,-2.3027,-6.2518,-2.427,-2.822,-2.0073,-2.0117,0.851,-4.2167,0.6266,-5.1389,-1.9823,-5.4428,-0.7376,-3.0126,-2.0591,-2.1816,-2.918,1.2467,-3.0172,-2.1055,-1.7701,-3.2942
2014-08-01,2.9615,4.0821,4.7926,6.4671,5.3227,2.5799,3.2161,3.1377,4.4287,2.1634,-0.8236,5.2987,6.0221,3.0374,2.98,2.5659,2.4483,6.558,2.9893,2.9904,5.928,6.3377,4.9474,6.9686,4.7419,3.743,3.5689,2.9395,5.5516,4.5965,4.7226,6.6188,8.7617,1.6856,3.7099,4.4299,5.4177,5.605,4.9705,5.1282,4.425,3.2781,4.3842,3.845,4.7604,5.9336,4.4891,5.5826,2.641,4.4351,6.787,7.1378,5.0858,3.2876,4.4235,4.5452,6.2261,5.2318,4.6949,5.7093,9.674,5.8433,5.1578,3.6672,4.4367,3.8452,2.9034,4.6954,5.79,5.8149,5.2519,5.0408,4.6946,4.709,6.5815,5.3189,3.8959,4.2372,3.0826,4.1212,7.0647,3.7879,4.8756,4.9611,2.6432,4.8154,3.7191,4.675,5.1328,3.0228,5.6459,3.2372,3.9685,4.8353,3.1371,2.7952,-0.0223,3.4135,3.8561,4.8556
